hour,day_of_week,is_business_hours,is_late_night,source_ip_clean,source_network,source_is_private,has_valid_source_ip,user_clean,is_root_user,is_unknown_user,port_clean,protocol_clean,normalized_message,domain_count,url_count,message_length,word_count,contains_failed,contains_invalid,contains_root,contains_breakin,contains_disconnect,events_from_same_ip,events_for_same_user,same_ip_user_attempts,failed_events_from_same_ip,anomaly_label,anomaly_score
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,52660,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06359012918769252
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,pgadmin,0,0,-1,ssh,invalid_user,0,0,20,3,0,1,0,0,0,80,3,2,52,normal,0.05835737203203745
7,3,0,0,unknown,unknown,0,0,pgadmin,0,0,-1,ssh,invalid_user,0,0,54,5,0,1,0,0,0,266,3,1,9,normal,0.05356476459547632
7,3,0,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.025321106579237307
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,848,28,52,normal,0.047663678654663144
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,pgadmin,0,0,54087,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,3,2,52,normal,0.06574144346657634
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,55618,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06218360797606215
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,57138,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.062055492353360275
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,58304,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.060948155235764134
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,59849,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06133349536223642
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,60,7,0,0,0,0,1,80,848,28,52,normal,0.04410165563764584
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,32977,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06616228795154466
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,35113,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06628901450836533
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,37035,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06641569820170945
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,39041,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06654233904607515
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,63,8,0,0,0,0,1,80,848,28,52,normal,0.04413124686610037
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,40388,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06654233904607515
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,utsims,0,0,-1,ssh,invalid_user,0,0,35,5,0,1,0,0,0,80,3,2,52,normal,0.060948187106145635
7,3,0,0,unknown,unknown,0,0,utsims,0,0,-1,ssh,invalid_user,0,0,53,5,0,1,0,0,0,266,3,1,9,normal,0.05220368129075492
7,3,0,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.025321106579237307
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,848,28,52,normal,0.047663678654663144
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,utsims,0,0,41506,ssh2,auth_failure,0,0,72,10,1,1,0,0,0,80,3,2,52,normal,0.03581901643094393
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,65,8,0,0,0,0,1,80,848,28,52,normal,0.05452654393462558
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,42881,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06679473035187994
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,43981,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06694747539104062
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,44900,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06682097162471329
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,45699,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06682097162471329
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,58,7,0,0,0,0,1,80,848,28,52,normal,0.044013952185362415
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,46577,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.0673994436603898
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,47836,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06714669922415484
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,49133,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06475539698154054
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,50655,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06447445895818066
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,62,8,0,0,0,0,1,80,848,28,52,normal,0.039375407662689044
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,51982,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06384527913668248
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,60,8,0,0,0,0,1,80,848,28,52,normal,0.04487190840908806
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,80,741,48,52,normal,0.04814345238526835
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,root,1,0,53584,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,80,741,48,52,normal,0.06320708043510442
7,3,0,0,112.95.230.3,112.95.230.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,58,7,0,0,0,0,1,80,848,28,52,normal,0.044013952185362415
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,40652,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.04160830135286153
7,3,0,0,123.23.22.2,123.23.22.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,38,4,0,0,0,0,1,3,848,3,0,normal,0.04317536469824562
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,49720,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.04041832658798944
7,3,0,0,133.13.23.2,133.13.23.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,61,8,0,0,0,0,1,3,848,3,0,normal,0.03622806732397499
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,45568,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.06915916911623299
7,3,0,0,133.13.23.2,133.13.23.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,61,8,0,0,0,0,1,3,848,3,0,normal,0.03622806732397499
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,48588,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.06898476475727838
7,3,0,0,123.23.22.2,123.23.22.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,61,8,0,0,0,0,1,3,848,3,0,normal,0.04010922900744768
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,50950,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.040020205721794266
7,3,0,0,133.13.23.2,133.13.23.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,38,4,0,0,0,0,1,3,848,3,0,normal,0.0393238998210213
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,233.223.32.19,233.223.32.0/24,0,1,root,1,0,54024,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,1,741,1,1,normal,0.07456466007512402
7,3,0,0,123.23.22.2,123.23.22.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,61,8,0,0,0,0,1,3,848,3,0,normal,0.04010922900744768
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,13,741,13,13,normal,0.05264296269036628
7,3,0,0,123.235.32.19,123.235.32.0/24,0,1,root,1,0,57100,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,13,741,13,13,normal,0.0386336627177295
7,3,0,0,123.13.23.2,123.13.23.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,61,8,0,0,0,0,1,1,848,1,0,normal,0.039475556591611116
7,3,0,0,233.23.2.19,233.23.2.0/24,0,1,unknown,0,1,-1,ssh,no_identification_string,0,0,56,7,0,0,0,0,0,1,848,1,0,normal,0.039930861654037364
7,3,0,0,177.1.79.82,177.1.79.0/24,0,1,unknown,0,1,-1,ssh,no_identification_string,0,0,37,5,0,0,0,0,0,1,848,1,0,normal,0.06535866589403222
7,3,0,0,183.136.162.51,183.136.162.0/24,0,1,inspur,0,0,-1,ssh,invalid_user,0,0,39,5,0,1,0,0,0,8,9,4,4,normal,0.05876456119798118
7,3,0,0,unknown,unknown,0,0,inspur,0,0,-1,ssh,invalid_user,0,0,53,5,0,1,0,0,0,266,9,3,9,normal,0.04385501320212315
7,3,0,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.03651041788670595
7,3,0,0,183.136.162.51,183.136.162.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,8,848,4,4,normal,0.05806538615612239
7,3,0,0,183.136.162.51,183.136.162.0/24,0,1,inspur,0,0,55204,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,8,9,4,4,normal,0.057490778997323855
7,3,0,0,183.136.162.51,183.136.162.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,63,8,0,0,0,0,1,8,848,4,4,normal,0.05430290378267999
7,3,0,0,191.210.223.172,191.210.223.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,130,12,1,0,0,1,0,3,848,1,3,anomaly,-0.022304832056373347
7,3,0,0,191.210.223.172,191.210.223.0/24,0,1,root,1,0,-1,ssh,auth_failure,0,0,67,7,1,0,0,0,0,3,741,2,3,normal,0.053569411475543394
7,3,0,0,191.210.223.172,191.210.223.0/24,0,1,root,1,0,31473,ssh2,auth_failure,0,0,15,2,1,0,0,0,0,3,741,2,3,normal,0.07764981369790835
7,3,0,0,191.110.223.172,191.110.223.0/24,0,1,unknown,0,1,-1,ssh,connection_closed,0,0,47,5,0,0,0,0,1,1,848,1,0,normal,0.049521071740953104
7,3,0,0,195.154.37.122,195.154.37.0/24,0,1,unknown,0,1,-1,ssh,no_identification_string,0,0,57,7,0,0,0,0,0,8,848,4,4,normal,0.0343916305744828
7,3,0,0,195.154.37.122,195.154.37.0/24,0,1,unknown,0,1,-1,ssh,possible_break_in,1,0,85,7,0,0,0,0,0,8,848,4,4,normal,0.00703722684723751
7,3,0,0,195.154.37.122,195.154.37.0/24,0,1,support,0,0,-1,ssh,invalid_user,0,0,40,5,0,1,0,0,0,8,15,2,4,normal,0.024427645224909256
7,3,0,0,unknown,unknown,0,0,support,0,0,-1,ssh,invalid_user,0,0,54,5,0,1,0,0,0,266,15,6,9,normal,0.03213328390372633
7,3,0,0,unknown,unknown,0,0,unknown,0,1,-1,ssh,invalid_user,0,0,45,5,0,0,0,0,0,266,848,151,9,normal,0.025321106579237307
7,3,0,0,195.154.37.122,195.154.37.0/24,0,1,unknown,0,1,-1,ssh,auth_failure,0,0,66,7,1,0,0,0,0,8,848,4,4,normal,0.04883642584960124
